wahljahr,Topic_1,Topic_2,Topic_3,Topic_4,Topic_5,Topic_6,Topic_7,Topic_8,Topic_9,Topic_10,Topic_11,Topic_12,Topic_13,Topic_14,Topic_15,Topic_16,Topic_17,Topic_18,Topic_19,Topic_20
Nichtwahljahr,0.0493431854300348,0.04957999704823953,0.04706710389293565,0.05012959218639622,0.05013354734350526,0.049707814625095464,0.049423685145330146,0.04992352125142366,0.05008208636457554,0.050164290953909604,0.04977654180515977,0.05299045954840611,0.050363479046013133,0.050223590975797094,0.05215744871059003,0.05006610938322613,0.04988749935342076,0.049293407862951485,0.04945905901847501,0.05022758005451524
Wahljahr,0.0513330616634429,0.05071774102245338,0.05023033658096862,0.052939549277454846,0.04983083366290876,0.0512711317214029,0.05085351389975533,0.04955201583599977,0.04977159661561112,0.04914745611866563,0.04837385778288807,0.05157717809421509,0.048405245177724,0.049495127453653934,0.04928564290153996,0.049132347350992527,0.04926207351052791,0.04992724982133146,0.04954790863248283,0.04934613287598109
